rxn,smiles,dE0
8140,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O+:2]=[C-:3][O:7][C:6]([H:14])([H:15])[C:5]1([C:4]([H:10])([H:11])[H:12])[H:13],72.61519
8141,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C:3]([C:4]([H:11])([H:12])[H:13])([H:10])[O:7][C:6]([H:14])([H:15])[C:5]1,80.45648
8142,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C@@:3]1([H:11])[C@:4]2([H:12])[C@@:5]1([H:13])[C:6]([H:14])=[C:7]2[H:15])[H:10])([H:8])[H:9],75.45973000000001
8143,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:14])[C@:3]2([H:11])[C@@:4]3([H:12])[C@:5]2([H:13])[C:6][C@@:7]13[H:15])([H:8])([H:9])[H:10],49.32444
8144,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C@:3]3([H:11])[C@:4]([H:12])([C:5]([H:13])=[C:6]1[H:14])[C@:7]23[H:15])([H:8])([H:9])[H:10],37.1115
8145,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C@:3]3([H:11])[C@@:4]1([H:12])[C@@:7]2([H:15])[C:6]([H:14])=[C:5]3[H:13])([H:8])([H:9])[H:10],38.31743
8146,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]([H:12])([C@:5]3([H:13])[C:6]1)[C:7]2([H:14])[H:15])([H:8])([H:9])[H:10],48.23563
8147,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3][C@@:4]3([H:12])[C:5]([H:11])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10],49.08658
8148,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:10])([H:11])[C@@:4]2([H:12])[C:5]([H:13])=[C:6]([H:14])[C@@:7]12[H:15])([H:8])[H:9],75.15287
8149,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[C@@:4]2([H:12])[C@@:5]3([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10],38.01911
8150,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:6]([H:14])[c:5]([H:13])[c:3]([H:11])[c:4]([H:12])[c:7]1[H:15])([H:8])([H:9])[H:10],45.04586
8151,[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3]([H:11])([H:13])[C@@:4]3([H:12])[C:5][C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10],49.33822
8152,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2][C:3]([C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15])([H:9])[H:10])[H:8],48.6754
8153,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2]1=[C:7]([H:15])[C@@:4]([C:5](=[C:6]([H:12])[H:14])[H:13])([H:11])[C:3]1([H:9])[H:10])[H:8],83.90342
8154,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2]12[C:3]([H:9])([H:10])[C:4]([H:11])([C:5]([H:12])([H:13])[C:6]1)[C:7]2([H:14])[H:15])[H:8],51.70339
8155,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1](/[C:2](=[C:3](/[C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15])[H:9])[H:10])[H:8],81.75050999999999
8156,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@@:7]1([H:15])[C@@:4]2([H:11])[C:3]([H:9])([H:10])[C:2][C@:6]1([H:14])[C:5]2([H:12])[H:13])[H:8],82.1627
8157,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C:7]2([H:11])[H:15])[H:8],64.63216
8158,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]12[C:3]([H:9])([H:10])[C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]2[H:15])[H:8],51.743390000000005
8159,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2][C@@:7]1([H:15])[C@@:4]2([H:11])[C:3]([H:9])([H:10])[C@:6]1([H:14])[C:5]2([H:12])[H:13])[H:8],95.02553
8160,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2]1=[C:6]([H:14])[C:5]([H:12])([H:13])[C@:4]2([H:11])[C:3]([H:9])([H:10])[C@:7]12[H:15])[H:8],67.78924
8161,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]1([C:6](=[C:5]([H:12])[H:13])[H:14])[C:3]([H:9])([H:10])[C:4]([H:11])=[C:7]1[H:15])[H:8],51.13798
8162,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@@:2]1([H:15])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C:7]2)[H:8],56.00386999999999
8163,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2]1=[C:6]2[C:5]([H:12])([H:13])[C:4]([H:11])([C:3]1([H:9])[H:10])[C:7]2([H:14])[H:15])[H:8],51.71857
8164,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]1([C:3]([H:9])([H:10])[H:12])[C@@:6]2([H:14])[C:5]([H:13])=[C:4]([H:11])[C@@:7]12[H:15])[H:8],101.81113
8165,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C:2]1([C:3]([C:4](=[C:5]([H:12])[H:13])[H:11])([H:9])[H:10])[C:6]([H:14])=[C:7]1[H:15])[H:8],53.26458
8166,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]1([H:14])[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C:6][C@@:7]12[H:15])[H:8],61.55676
8167,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]=[C:2]1[C@:6]2([H:14])[C:5]([H:12])([H:13])[C@@:4]([C:3]([H:8])([H:9])[H:10])([H:11])[C@:7]12[H:15],75.81198
8168,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]=[C:2]1[C:3]([H:9])([H:10])[C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C:7]2([H:8])[H:15],57.93645
8169,[O:1]([C@@:2]12[C:3]([H:9])([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])[H:8]>>[O:1]([C@:2]12[C:3]([H:9])=[C:4]([H:11])[C@@:7]1([H:15])[C@:6]2([C:5]([H:10])([H:12])[H:13])[H:14])[H:8],101.7061
8170,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C-:2]([H:10])[O+:3]=[C:4]([H:11])[C@@:7]1([C:6](=[C:5]([H:12])[H:13])[H:14])[H:15],52.84336
8171,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1](=[C:2]([O:3][C@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15])[H:10])([H:8])[H:9],70.89004
8172,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O+:3]=[C-:4][C:5]([H:12])([H:13])[C@@:6]2([H:14])[C:7]1([H:11])[H:15],59.97883
8173,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C@:2]([O+:3]=[C-:4][H:11])([H:10])[C@@:6]2([H:14])[C:5]([H:12])([H:13])[C@@:7]12[H:15],128.18343000000002
8174,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C-:2]([H:10])[O+:3]=[C:4]([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15],75.4486
8175,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[O:3][C@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]([C:2][H:10])([H:14])[C@:7]12[H:15],105.79352
8176,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:14])[O:3][C@:4]2([H:11])[C:5]([H:12])([H:13])[C:6][C@:7]12[H:15],59.89065
8177,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]([C@:7]1([H:15])[C@:4]2([H:11])[O:3][C:2]([H:10])=[C:6]1[C:5]2([H:12])[H:13])([H:8])([H:9])[H:14],117.95123999999998
8178,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C:4]([H:11])([H:13])[C@:7]1([H:15])[C@@:6]2([C:5][H:12])[H:14],75.98598
8179,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C:2][C@@:6]2([H:14])[C:5]([H:12])([H:13])[C@:4]([O:3][H:10])([H:11])[C@@:7]12[H:15],72.80306
8180,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]([H:11])([C:5]([H:12])([H:13])[C:6]2([H:14])[H:15])[C:7]1,62.60652
8181,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C@:7]13[H:15]>>[C:1]([C@@:2]1([H:10])[O:3][C@:4]2([H:11])[C:5]([H:12])([H:13])[C@:6]12[H:14])([C:7][H:15])([H:8])[H:9],97.96076
8182,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2](/[C:3](=[C:4](/[C:5][H:12])[H:11])[C:6]#[N:7])([H:9])[H:10])[H:8],70.65795
8183,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3](=[C:4]=[C:5]([N+:7]#[C-:6])[H:12])[H:11])([H:9])[H:10])[H:8],97.87606
8184,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[C:2](=[C:3]([C:4]#[C:5][H:12])[C:6]#[N:7])([H:9])[H:10].[O:1]([H:8])[H:11],56.04731
8185,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[C:2](=[C:3]([C:6]#[N:7])[H:11])([H:9])[H:10].[O:1]([C:4]#[C:5][H:12])[H:8],77.40825
8186,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[H:8][H:11].[O:1]=[C:2]([C@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:9])[H:10],94.75675
8187,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[C:3]([C:4]#[C:5][H:12])(=[C:6]=[N:7][H:8])[H:11].[O:1]=[C:2]([H:9])[H:10],45.33475
8188,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C@@:3]([C:6]#[N:7])([H:11])[C:4]1=[C:5]([H:8])[H:12],74.39922
8189,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3](=[C:4]=[C:5]([H:11])[H:12])[C:6]#[N:7])([H:9])[H:10])[H:8],70.66439
8190,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3]([C:4]#[C:5][H:12])=[C:6]=[N:7][H:11])([H:9])[H:10])[H:8],81.56278
8191,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4](=[C:5])[C:6]1=[N:7][H:12])([H:9])[H:10])[H:8],100.49484
8192,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]([C:5](=[C:4])[H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8],59.282219999999995
8193,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([N+:7]#[C-:6])[H:11])([H:9])[H:10])[H:8],57.95765
8194,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[C:6](#[N:7])[H:11].[O:1]([C:2]([C-:3]=[C:4]=[C+:5][H:12])([H:9])[H:10])[H:8],93.57528
8195,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]1([H:11])[C-:4]=[C:5]([H:12])[N+:7]#[C:6]1)([H:9])[H:10])[H:8],93.79563
8196,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[C:4](#[C:5][H:12])[H:8].[O:1]=[C:2]([C:3]([C:6]#[N:7])([H:10])[H:11])[H:9],85.6751
8197,[O:1]([C:2]([C@@:3]([C:4]#[C:5][H:12])([C:6]#[N:7])[H:11])([H:9])[H:10])[H:8]>>[O:1](/[C:5](=[C:4]1\[C:2]([H:9])([H:10])[C@@:3]1([C:6]#[N:7])[H:11])[H:12])[H:8],72.65942
8198,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6][C:7]1([H:8])[H:15],75.47967
8199,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3]([C:4]([O:5][H:14])=[C:6]=[C:7]([H:13])[H:15])([H:11])[H:12])([H:9])[H:10])[H:8],73.30870999999999
8200,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3]([C:4](=[C:6]=[C:7]([O:5][H:14])[H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8],66.97719000000001
8201,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1=[C:7]([H:8])[H:15],54.85923
8202,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C@@:4]1([C:6]#[C:7][H:15])[H:13].[O:5]([H:8])[H:14],75.96911999999999
8203,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[H:10][H:14].[O:1]=[C:2]([C:3]([C@@:4]([O:5][H:8])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])[H:9],68.56159
8204,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[C:3](=[C:4]([C:6]#[C:7][H:15])[H:13])([H:11])[H:12].[O:1]=[C:2]([H:9])[H:10].[O:5]([H:8])[H:14],60.147769999999994
8205,[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3]([C@@:4]([O:5][H:14])([C:7](=[C:6])[H:15])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8],57.2775
8206,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C:5][C:6]([H:13])([H:14])[C@@:7]12[H:15],72.25537
8207,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]([O:2][H:14])([C:7]1([H:15])[C:3]([H:10])=[C:4]([H:11])[C:5]([H:12])=[C:6]1[H:13])([H:8])[H:9],50.59803
8208,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C-:1]1([H:9])[O+:2]=[C:3]([H:10])[C:7]1([C:6]([C:5](=[C:4]([H:8])[H:11])[H:12])([H:13])[H:14])[H:15],88.48031
8209,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O+:2]=[C:3]2[C:4]([H:10])([H:11])[C-:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15],85.92492
8210,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O:2][C@:3]([C:4](=[C:5])[H:11])([H:10])[C@:7]1([C:6]([H:12])([H:13])[H:14])[H:15],83.97193
8211,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]([O:2][H:15])([C:7]1=[C:3]([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9],96.74597
8212,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O+:2]=[C-:3][C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C:7]1([H:10])[H:15],77.97482
8213,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1](=[C:7]([C:6](/[C:5](=[C:4](\[C:3](=[O:2])[H:10])[H:11])[H:12])([H:13])[H:14])[H:15])([H:8])[H:9],52.46583
8214,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4][C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15],73.24721
8215,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C-:1](=[O+:2][C@@:3]1([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C:7]1([H:8])[H:15])[H:9],81.57044
8216,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])=[C:4]([H:11])[C@:5]2([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15],58.787580000000005
8217,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])([H:15])[C-:4]([H:11])[C@@:5]2([H:12])[C:6]([H:13])([H:14])[C+:7]12,80.82296
8218,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C-:1]1=[O+:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15].[H:8][H:9],84.27271999999999
8219,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]1([H:9])=[C:7]2[C@@:3]([H:10])([O:2]1)[C:4]([H:11])=[C:5]([H:12])[C:6]2([H:13])[H:14].[H:8][H:15],107.20354
8220,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]([C@@:7]1([H:15])[C@:3]([O:2][H:8])([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]1([H:13])[H:14])[H:9],73.37872
8221,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1]([O:2][H:11])([C@@:7]1([H:15])[C:3]([H:10])=[C:4]=[C:5]([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9],80.34399
8222,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15]>>[C:1](=[O:2])([H:8])[H:9].[C:3]1([H:10])=[C:7]([H:15])[C:6]([H:13])([H:14])[C:5]([H:12])=[C:4]1[H:11],47.06456
